number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3519625,VILLANUEVA MDWCA,L,VILLANUEVA,SAN MIGUEL,GW,268,55500,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,31134,Yes,Yes,.6478287,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3582029,EL TAOSENO,P,TAOS,TAOS,GW,250,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3509223,LA JARA WATER USERS ASSOCIATION,L,LA JARA,SANDOVAL,SW,250,187000,C,Yes,0,0,1,1,0,1,0,Surface,100,0,0,0,1,100,1,36293,Yes,Yes,.75517595,Severely Disadvantaged,2,2,0,0,2,0,2,0,2,1,1,1,,,,,,,,No,10,,,Direct Impact with No Alternative Sources of Water
NM3501714,LA VIDA BUENO,P,RUIDOSO,LINCOLN,GW,39,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3524730,WILLARD VILLAGE OF,L,WILLARD,TORRANCE,GW,266,168000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,43625,Yes,Yes,.90773839,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3560125,BENEDICTINE MONASTERY,P,PECOS,SAN MIGUEL,GW,40,10000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35019,Yes,Yes,.72866684,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3594614,APPLE TREE RV PARK,P,RUIDOSO DOWNS,LINCOLN,GW,150,0,NC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592304,VIETNAM VETERANS MEMORIAL,S,ANGEL FIRE,COLFAX,GW,150,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500214,LOMA GRANDE ESTATES WATER ASSOCIATION,P,NOGAL,LINCOLN,GW,90,32255,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,42896,Yes,Yes,.89256954,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3522013,TATUM MUNICIPAL WATER SYSTEM,L,TATUM,LEA,GW,948,658000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,58287,Yes,Yes,1.2128217,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501907,MASSON FARMS OF NEW MEXICO,P,RADIUM SPRINGS,DONA ANA,GW,150,12000,NTNC,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590024,NAVAJO LAKE STATE PARK - COTTONWOOD CAMP,S,NAVAJO DAM,SAN JUAN,GU,200,43750,NC,Yes,0,0,1,0,1,0,1,Surface,0,0,100,0,1,100,1,,No,Yes,,,2,0,1,1,1,1,0,1,1,.5,1,1,,,,,,,,No,3,,,Direct Impact Non-Community Water System
NM3594623,LA CUEVA BUSINESS OWNERS ASSOCIATION,P,JEMEZ SPRINGS,SANDOVAL,GW,250,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500223,LA PUERTA HOA,P,PLACITAS,SANDOVAL,GW,25,0,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3530224,LEE ACRES WATER USERS ASSOCIATION,L,BLOOMFIELD,SAN JUAN,SWP,5078,800000,C,Yes,0,0,4,4,0,1,0,Surface,,,,,0,,1,43687.8,Yes,Yes,.90904516,Disadvantaged,,,,,,,,,,,,0,NM3500624,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,0,,,,A,Yes,9,9,,Direct Impact with No Alternative Sources of Water
NM3521613,HOBBS MUNICIPAL WATER SUPPLY,L,HOBBS,LEA,GW,38936,11600000,C,Yes,29,1,0,0,0,0,0,Ground,,,,,0,,1,63712.1,Yes,Yes,1.3257059,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3599829,WHISTLE STOP,P,TAOS SKI VALLEY,TAOS,GW,100,4000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3533426,RIO EN MEDIO MDWCA,L,TESUQUE,SANTA FE,GW,130,25000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,47302,Yes,Yes,.98424852,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595225,PECOS NATIONAL HISTORIC PARK VISITOR CNT,F,PECOS,SAN MIGUEL,GW,40,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520808,HOPE WATER SYSTEM,L,HOPE,EDDY,GW,218,199000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,64673,Yes,Yes,1.3457,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3568819,JUNIPER MOBILE PARK,P,HIGH ROLLS,OTERO,GW,73,20000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510508,NORTH PARK MDWCA,L,ARTESIA,EDDY,GW,222,0,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,64673,Yes,Yes,1.3457,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3585401,ZUZAX FILL STATION,P,TIJERAS,BERNALILLO,GW,50,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3523016,COLUMBUS WATER SYSTEM,L,COLUMBUS,LUNA,GW,1841,348500,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,27836,Yes,Yes,.57920474,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502426,GREATER CHIMAYO MDWCA,L,CHIMAYO,RIO ARRIBA,GW,695,550000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3513107,LOWER RIO GRANDE PWWA HIGH VALLEY,L,VADO,DONA ANA,GW,67,31000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500330,CASSANDRA WATER SYSTEM,P,MORIARTY,TORRANCE,GW,34,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,38533,Yes,Yes,.80178529,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591925,MIKE MATEO ELEMENTARY SCHOOL,S,LAS VEGAS,SAN MIGUEL,GW,50,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501223,DESERT SKY MOUNTAIN WATER COOPERATIVE,P,PLACITAS,SANDOVAL,GW,187,170000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3575129,UPPER RANCHITOS MDWCASW,L,TAOS,TAOS,GW,222,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,36764,Yes,Yes,.76497638,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590020,GLENRIO HIGHWAY REST AREA,S,TUCUMCARI,QUAY,GW,250,37800,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3527505,MELROSE WATER SYSTEM,L,MELROSE,CURRY,GW,1268,620252,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,48333,Yes,Yes,1.0057013,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3526604,SPRINGER WATER SYSTEM,L,SPRINGER,COLFAX,SW,1363,650000,C,Yes,0,0,1,1,0,1,0,Surface,100,0,0,0,1,100,1,41074,Yes,Yes,.85465783,Disadvantaged,1,1,0,0,1,0,1,0,1,1,1,1,,,,,,,,No,9,,,Direct Impact with No Alternative Sources of Water
NM3596329,FAWN LAKES AND ELEPHANT ROCK CG USFS,F,RED RIVER,TAOS,GWP,55,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510005,DESERT RANCH MDWCA,L,CLOVIS,CURRY,GW,103,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,51520,Yes,Yes,1.0720156,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3554307,DONA ANA MDWCA,L,DONA ANA,DONA ANA,GW,16217,6098000,C,Yes,9,1,0,0,0,0,0,Ground,,,,,0,,1,54599.3,Yes,Yes,1.136089,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3507529,TAOS MUNICIPAL WATER SYSTEM,L,TAOS,TAOS,GW,5528,1750000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,37492.3,Yes,Yes,.78013068,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3539407,SUMMER WIND MOBILE HOME PARK,P,MESILLA PARK,DONA ANA,GW,476,15000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,45635,Yes,Yes,.94956201,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3576207,DOVE CANYON LLC,P,MESILLA PARK,DONA ANA,GW,448,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,45635,Yes,Yes,.94956201,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3511524,APPLE ORCHARD MDWCA,P,BLOOMFIELD,SAN JUAN,SWP,460,0,C,Yes,0,0,1,1,0,1,0,Surface,,,,,0,,1,48125,Yes,Yes,1.0013733,Non-Disadvantaged,,,,,,,,,,,,0,NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,7090,,,,A,Yes,8,8,,Direct Impact with No Alternative Sources of Water
NM3537526,LA CIENEGA MDWCA,L,SANTA FE,SANTA FE,GW,525,60000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,93142.7,Yes,Yes,1.9380907,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501325,TENORIO TRAVELCENTER,P,,SAN MIGUEL,GW,250,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590324,CHACO CULTURE NATIONAL HISTORIC PARK,F,NAGEEZI,SAN JUAN,GW,250,120000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3598726,NAMBE HEADSTART,P,POJOAQUE,SANTA FE,GW,40,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520408,MORNINGSIDE WATER USERS COOPERATIVE,P,ARTESIA,EDDY,GWP,364,0,C,Yes,5,1,0,0,0,0,0,Ground,,,,,0,,1,50918,Yes,Yes,1.0594894,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3522912,RODEO MDW & MSWA,L,RODEO,HIDALGO,GW,128,130000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,40909,Yes,Yes,.85122454,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502321,LINDRITH COMMUNITY WATER COOP INC,L,LINDRITH,RIO ARRIBA,GW,100,22500,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590621,MESA VISTA HIGH SCHOOL,L,OJO CALIENTE,TAOS,GW,400,33000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500109,ROSEDALE MDWCA,L,SILVER CITY,GRANT,GWP,256,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,49087,Yes,Yes,1.0213903,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520001,TOMS MOBILE HOME PARK,P,ALBUQUERQUE,BERNALILLO,GW,50,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,39143,Yes,Yes,.81447804,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580401,ENCHANTED TRAILS CAMPGROUND,P,ALBUQUERQUE,BERNALILLO,GW,89,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3598514,BONITO HOLLOW RV PARK AND CAMPGROUND,P,ALTO,LINCOLN,GW,240,3080,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500604,PHILMONT SCOUT RANCH - CITO HUNTING LODG,P,CIMARRON,COLFAX,GW,50,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502807,SOMBRA ANTIGUA WINERY,P,CHAMBERINO,DONA ANA,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3572826,TRAILER RANCH SENIOR MOBILE HOME COMMUN.,P,SANTA FE,SANTA FE,GW,200,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,39493,Yes,Yes,.82176077,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3596833,BLUEWATER STATE PARK STONE RIDGE,S,BLUEWATER,CIBOLA,GW,178,20000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3535320,NARA VISA MDWCA,L,NARA VISA,QUAY,GW,59,25000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,32813,Yes,Yes,.68276495,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3538309,TYRONE MDWCA,L,TYRONE,GRANT,GW,70,18200,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,49087,Yes,Yes,1.0213903,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3582304,PHILMONT SCOUT RANCH - MINERS PARK OC,P,,COLFAX,GW,50,3750,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3535021,ALCALDE MDWCA,L,ALCALDE,RIO ARRIBA,GW,904,820000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,35297.6,Yes,Yes,.73446387,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590404,VERMEJO PARK LLC COSTILLA,P,RATON,COLFAX,GW,25,23000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3516618,WAGON MOUND WATER SYSTEM,L,WAGON MOUND,MORA,GW,300,225000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591108,GUADALUPE CHRISTIAN CAMP,P,CARLSBAD,EDDY,GW,50,12700,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3594001,GCC RIO GRANDE,P,TIJERAS,BERNALILLO,GW,100,201731,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520308,ARTESIA MUNICIPAL WATER SYSTEM,L,ARTESIA,EDDY,GW,12699,5800000,C,Yes,7,1,0,0,0,0,0,Ground,,,,,0,,1,54209.7,Yes,Yes,1.1279823,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580026,CHRISTUS ST. VINCENT MEDICAL CENTER,P,SANTA FE,SANTA FE,SWP,1200,10000,NTNC,Yes,1,1,1,1,0,1,0,Surface and Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,NM3505126,SANTA FE WATER SYSTEM (CITY OF),78247,,,,A,Yes,2,2,,Direct Impact Non-Community Water System
NM3529421,VELARDE MDWCA,L,VELARDE,RIO ARRIBA,GW,543,180000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,35040,Yes,Yes,.7291038,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501029,ARROYOS DEL NORTE ELEMENTARY SCHOOL,L,ARROYO SECO,TAOS,GW,350,40000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501007,DONA ANA RANGE CAMP-FEDERAL FACILITY,F,CHAPARRAL,DONA ANA,GW,30,350000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501024,PINE RIVER MDCA,L,NAVAJO DAM,SAN JUAN,GU,44,1200,C,Yes,0,0,1,0,1,0,1,Surface,0,0,100,0,1,100,1,48125,Yes,Yes,1.0013733,Non-Disadvantaged,1,0,0,1,1,0,0,1,1,1,1,1,,,,,,,,No,8,,,Direct Impact with No Alternative Sources of Water
NM3548501,GREEN ACRES MOBILE HOME VILLAGE,P,ALBUQUERQUE,BERNALILLO,GW,200,3000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,50371,Yes,Yes,1.0481075,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595214,MOUNTAIN SPRINGS RANCH RV PARK,P,CARRIZOZO,LINCOLN,GW,15,12150,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504026,CANADA DE LOS ALAMOS MDWCA,L,SANTA FE,SANTA FE,GW,68,50000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,74513,Yes,Yes,1.5504484,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3522209,SANTA CLARA WATER SYSTEM,L,CENTRAL,GRANT,GW,1729,820000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,36481,Yes,Yes,.7590878,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500625,GONZALES RANCH MDWCA,L,GONZALES RANCH,SAN MIGUEL,GW,114,53000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,31134,Yes,Yes,.6478287,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500609,"HURLEY, TOWN OF",L,HURLEY,GRANT,GWP,1372,690000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,44279.7,Yes,Yes,.92136127,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590231,CLAYTON LAKE STATE PARK,S,CLAYTON,UNION,GW,178,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3516807,DE LA TE MOBILE MANOR,P,LAS CRUCES,DONA ANA,GW,157,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,45635,Yes,Yes,.94956201,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590314,EAGLE CREEK SPORTS COMPLEX,L,RUIDOSO,LINCOLN,GW,250,192,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3573627,"ELEPHANT BUTTE, CITY OF",L,ELEPHANT BUTTE,SIERRA,GW,999,308210,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,43669,Yes,Yes,.90865397,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3512514,CAPITAN WATER SYSTEM,L,CAPITAN,LINCOLN,GW,2312,3101400,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,42896,Yes,Yes,.89256954,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501019,MCGREGOR RANGE CAMP,F,OROGRANDE,OTERO,SWP,200,750000,NTNC,Yes,0,0,1,1,0,1,0,Surface,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,0,,,,A,Yes,,,,
NM3527231,GRENVILLE WATER SYSTEM,L,GRENVILLE,UNION,GW,38,23000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37936,Yes,Yes,.78936309,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3516218,MORA MDWCA,L,MORA,MORA,GW,1100,450000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500914,THE RIVERBEND,P,RUIDOSO DOWNS,LINCOLN,GW,75,320,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502629,TAOS MESA BREWING,P,,TAOS,GW,126,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510209,CASAS ADOBES MDWCA,P,MIMBRES,GRANT,GW,368,30000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,46688.7,Yes,Yes,.9714871,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500621,CANONES MDWCA,L,CANONES,RIO ARRIBA,GW,97,25000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35585,Yes,Yes,.74044406,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500132,CYPRESS GARDENS WATER USERS ASSOCIATION,L,LOS LUNAS,VALENCIA,GW,1139,250000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,31752,Yes,Yes,.66068792,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501204,UU BAR,P,CIMARRON,COLFAX,GW,50,5400,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3507829,UPPER ARROYO HONDO MDWCA,L,ARROYO HONDO,TAOS,GW,195,30000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,37996,Yes,Yes,.79061157,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595123,RANCHO DEL CHAPARRAL GIRL SCOUT CAMP,P,JEMEZ SPRINGS,SANDOVAL,GW,240,33000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3543623,PLACITAS WEST WATER CO-OP,P,PLACITAS,SANDOVAL,GW,126,20000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3583201,AMERICAN RV PARK,P,ALBUQUERQUE,BERNALILLO,GW,125,100000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500423,CEDAR CREEK WATER COOPERATIVE INC,P,PLACITAS,SANDOVAL,GW,151,0,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3586032,ALLSUPS 165,P,,VALENCIA,GW,450,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500807,CHAMBERINO MDWC & SA,L,CHAMBERINO,DONA ANA,GW,509,100000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,44583,Yes,Yes,.92767221,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
